age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,eu_vote,employment,student,condition
36,Male,GCSEorLess,Rather_not_say,40-50K,1,2,1,3,2,9,3,Remain,Full-Time,No,control
38,Male,PG,None,50-60K,1,4,4,3,2,3,5,Leave,Full-Time,Yes,control
29,Female,Post2,None,40-50K,1,2,3,3,5,3,7,No vote,Full-Time,No,control
34,Female,BA,Lab,40-50K,0,4,4,3,5,5,5,No vote,Full-Time,No,control
40,Male,Post2,None,20-30K,1,4,3,3,2,4,1,Leave,Part-Time,No,control
30,Female,GCSEorLess,None,40-50K,1,2,4,2,5,3,4,No vote,Full-Time,No,control
28,Female,GCSEorLess,Lab,20-30K,1,3,3,3,3,2,5,Leave,Not in paid work,No,control
30,Male,A-lev,Con,40-50K,1,3,2,2,4,2,1,Leave,Full-Time,No,control
30,Male,BA,None,40-50K,1,1,1,1,0,0,0,Leave,Full-Time,No,control
35,Female,Post2,None,20-30K,1,4,4,3,3,5,5,No vote,Part-Time,No,control
19,Female,A-lev,Lab,Under10K,0,4,4,3,9,4,10,No vote,Unemployed,Yes,control
53,Male,GCSEorLess,Lab,30-40K,1,2,2,2,3,3,3,Leave,Not in paid work,No,control
30,Female,BA,None,70-80K,1,1,1,1,0,1,0,Leave,Full-Time,No,control
35,Male,BA,Lab,40-50K,1,2,1,4,2,3,4,Leave,Full-Time,No,control
22,Male,BA,Con,40-50K,1,1,2,2,1,0,1,Leave,Full-Time,No,control
23,Female,BA,None,60-70K,1,3,3,3,3,2,3,Leave,Unemployed,No,control
73,Female,BA,Lab,20-30K,1,2,3,4,2,3,10,Leave,Not in paid work,No,control
37,Female,BA,None,70-80K,1,4,3,3,2,3,3,Leave,Full-Time,No,control
35,Male,GCSEorLess,Lab,50-60K,1,1,1,1,2,0,1,Leave,Full-Time,No,control
25,Male,Post2,Con,Under10K,1,4,4,3,5,6,7,Leave,Full-Time,Yes,control
70,Male,BA,Con,30-40K,1,4,2,2,4,3,5,Leave,Not in paid work,No,control
29,Male,A-lev,Lab,40-50K,1,4,4,3,4,4,4,Leave,Full-Time,No,control
52,Male,Post2,Con,30-40K,1,1,3,2,1,2,5,Leave,Full-Time,No,control
24,Male,BA,Lab,Under10K,1,3,2,4,1,1,2,Leave,Full-Time,No,control
24,Male,GCSEorLess,Lib,20-30K,0,4,4,3,5,3,9,No vote,Full-Time,No,control
27,Female,GCSEorLess,Grn,40-50K,1,2,2,3,3,6,2,Leave,Not in paid work,No,control
32,Male,GCSEorLess,Lab,10-20K,1,3,2,2,2,2,2,Leave,Full-Time,No,control
35,Female,Post2,None,Under10K,1,2,2,4,3,4,4,No vote,Part-Time,No,control
62,Male,GCSEorLess,Con,30-40K,1,1,1,2,0,0,5,Leave,Not in paid work,No,control
33,Male,BA,Grn,60-70K,0,3,3,3,5,4,5,Leave,Full-Time,No,control
40,Female,Post2,Lab,60-70K,0,5,5,4,10,6,7,No vote,Not in paid work,No,control
42,Male,BA,Con,30-40K,1,2,2,3,3,3,2,Leave,Full-Time,No,control
53,Male,GCSEorLess,Lab,40-50K,1,1,1,4,1,1,9,Leave,Other,No,control
31,Male,BA,Lab,20-30K,1,3,2,2,4,3,9,Leave,Full-Time,No,control
36,Female,GCSEorLess,UKIP,30-40K,1,1,2,1,0,0,5,Leave,Part-Time,No,control
35,Female,A-lev,None,50-60K,1,3,4,3,2,3,0,Leave,Full-Time,No,control
28,Male,BA,UKIP,20-30K,1,2,1,2,2,8,3,Leave,Full-Time,No,control
30,Female,BA,None,30-40K,1,1,1,1,0,0,0,No vote,Full-Time,No,control
50,Male,Post2,Con,50-60K,1,3,3,2,2,2,2,No vote,Full-Time,No,control
37,Female,BA,Lab,10-20K,0,5,4,5,10,7,10,No vote,Unemployed,No,control
27,Female,A-lev,None,20-30K,1,3,2,3,5,5,7,No vote,Not in paid work,Yes,control
48,Female,GCSEorLess,Lab,Under10K,0,4,4,3,5,4,6,No vote,Not in paid work,No,control
18,Female,GCSEorLess,None,90-100K,0,5,5,4,9,5,4,No vote,Other,Yes,control
27,Male,A-lev,Lib,10-20K,0,5,3,2,6,4,10,Leave,Part-Time,No,control
45,Male,PG,Con,90-100K,1,2,2,3,0,1,0,Leave,Full-Time,No,control
55,Male,A-lev,Con,30-40K,0,3,4,5,6,5,5,Leave,Full-Time,No,control
19,Female,A-lev,None,10-20K,1,3,1,3,5,0,4,No vote,Other,Yes,control
47,Male,BA,UKIP,10-20K,1,2,2,3,0,0,1,Leave,Part-Time,No,control
54,Male,BA,None,30-40K,1,1,1,1,0,0,0,Leave,Full-Time,No,control
24,Male,BA,Con,20-30K,1,2,1,3,2,1,2,Leave,Unemployed,No,control
49,Female,BA,Con,40-50K,1,2,2,2,0,0,6,Leave,Part-Time,No,control
35,Male,Post2,Con,40-50K,1,4,2,4,0,2,0,Leave,Full-Time,No,control
37,Female,PG,Lab,40-50K,0,4,3,4,9,5,10,No vote,Part-Time,No,control
36,Female,A-lev,None,20-30K,1,4,4,3,2,3,7,No vote,Full-Time,No,control
37,Male,GCSEorLess,Lab,20-30K,0,2,3,4,5,5,3,Leave,Unemployed,No,control
29,Female,BA,Lab,40-50K,1,4,4,2,5,5,5,Leave,Not in paid work,No,control
32,Female,GCSEorLess,None,20-30K,1,3,2,2,2,1,3,Leave,Part-Time,No,control
53,Female,A-lev,Con,30-40K,1,2,2,4,2,3,5,Leave,Not in paid work,No,control
44,Male,Post2,Lab,30-40K,1,1,1,3,0,0,0,Leave,Not in paid work,No,control
25,Male,A-lev,None,10-20K,1,5,4,4,5,3,5,No vote,Full-Time,No,control
25,Male,BA,Rather_not_say,50-60K,1,2,2,3,5,7,7,No vote,Unemployed,No,control
19,Female,A-lev,Grn,10-20K,0,5,4,5,10,8,10,No vote,Not in paid work,Yes,control
40,Male,Post2,None,40-50K,0,4,3,4,5,4,8,Leave,Full-Time,No,control
28,Female,BA,Con,50-60K,1,2,2,2,0,1,3,Leave,Full-Time,No,control
33,Female,PG,Lab,Under10K,1,5,4,4,3,2,1,Leave,Part-Time,No,control
35,Male,Post2,Lab,60-70K,1,2,3,2,3,1,5,Leave,Full-Time,No,control
35,Male,GCSEorLess,Con,40-50K,1,1,2,2,0,0,0,Leave,Full-Time,No,control
39,Male,GCSEorLess,Con,80-90K,1,4,3,3,0,0,2,Leave,Full-Time,No,control
32,Male,GCSEorLess,UKIP,30-40K,1,4,3,2,1,1,2,Leave,Full-Time,No,control
24,Male,A-lev,None,20-30K,1,2,3,3,2,1,5,Leave,Full-Time,No,control
25,Female,Post2,Con,30-40K,0,4,4,3,4,4,4,Leave,Unemployed,No,control
40,Male,GCSEorLess,Lab,40-50K,0,4,3,4,9,5,9,Leave,Full-Time,No,control
22,Female,Post2,Lab,10-20K,0,5,5,5,5,6,5,No vote,Full-Time,No,control
24,Female,BA,Rather_not_say,10-20K,0,4,4,5,10,6,10,No vote,Full-Time,No,control
46,Male,GCSEorLess,None,10-20K,1,2,4,2,2,4,1,No vote,Part-Time,No,control
19,Male,Post2,Con,70-80K,0,4,4,2,6,5,5,No vote,Other,Yes,control
47,Female,PG,None,40-50K,0,4,3,4,9,5,5,Leave,Other,No,control
44,Male,BA,Con,30-40K,1,1,1,1,0,0,4,Leave,Full-Time,No,control
43,Male,A-lev,Con,30-40K,1,4,2,4,3,4,4,Leave,Full-Time,No,control
58,Male,Post2,None,Under10K,1,2,3,2,0,0,1,Leave,Part-Time,No,control
47,Female,BA,Lib,10-20K,1,3,2,2,4,4,6,Leave,Part-Time,No,control
19,Male,A-lev,Lab,20-30K,0,4,4,4,8,5,10,No vote,Other,Yes,control
40,Male,BA,Rather_not_say,20-30K,1,4,2,4,2,3,0,Leave,Full-Time,No,control
33,Female,BA,Con,30-40K,1,2,3,3,2,9,1,Leave,Part-Time,No,control
30,Male,GCSEorLess,UKIP,20-30K,1,1,1,1,0,0,0,Leave,Part-Time,No,control
38,Male,GCSEorLess,None,20-30K,1,2,1,2,2,2,1,No vote,Full-Time,No,control
26,Female,GCSEorLess,Lab,10-20K,1,2,2,2,2,8,2,Leave,Not in paid work,No,control
63,Female,Post2,None,20-30K,1,4,2,3,5,4,7,Leave,Not in paid work,No,control
21,Male,A-lev,None,50-60K,1,3,2,4,4,2,0,Leave,Unemployed,Yes,control
47,Female,GCSEorLess,Con,30-40K,1,3,3,3,1,4,5,No vote,Part-Time,No,control
27,Male,Post2,Lib,20-30K,0,3,4,4,8,6,7,Leave,Full-Time,No,control
56,Male,GCSEorLess,Rather_not_say,Under10K,0,3,3,3,5,5,5,Leave,Full-Time,No,control
45,Female,GCSEorLess,Con,80-90K,1,2,2,2,2,1,5,Leave,Not in paid work,No,control
37,Female,BA,Con,50-60K,0,5,4,3,4,4,5,Leave,Full-Time,No,control
49,Female,BA,None,20-30K,1,3,2,3,3,3,4,Leave,Not in paid work,No,control
28,Male,A-lev,None,10-20K,1,4,2,2,3,2,5,Leave,Part-Time,Yes,control
32,Female,A-lev,Lab,10-20K,0,2,3,3,5,3,10,No vote,Part-Time,No,control
33,Female,Post2,Con,40-50K,1,3,2,4,0,1,5,No vote,Part-Time,No,control
21,Male,A-lev,Lab,20-30K,0,4,4,4,10,5,10,No vote,Unemployed,No,control
47,Female,A-lev,Con,40-50K,1,3,1,2,2,0,5,Leave,Unemployed,No,control
29,Female,A-lev,Lab,40-50K,1,3,2,3,3,3,5,Leave,Not in paid work,No,control
34,Male,BA,Con,20-30K,1,2,2,3,1,1,2,Leave,Full-Time,No,control
34,Female,BA,SNP,20-30K,1,2,3,2,1,1,1,Leave,Full-Time,No,control
31,Female,PG,None,20-30K,1,4,3,4,2,4,5,No vote,Full-Time,Yes,control
23,Male,BA,Con,40-50K,1,3,2,2,5,4,9,No vote,Part-Time,No,control
20,Male,A-lev,Con,Under10K,0,5,5,3,9,4,9,No vote,Part-Time,Yes,control
18,Male,A-lev,None,30-40K,1,4,4,4,6,2,9,No vote,Unemployed,Yes,control
38,Male,BA,Con,30-40K,1,2,2,2,2,2,5,Leave,Full-Time,No,control
47,Male,Post2,Con,30-40K,1,2,2,3,3,3,5,Leave,Full-Time,No,control
24,Male,GCSEorLess,UKIP,30-40K,1,1,1,1,0,0,0,Leave,Full-Time,No,control
31,Female,A-lev,Con,80-90K,1,4,3,2,1,0,3,No vote,Not in paid work,No,control
33,Male,PG,UKIP,30-40K,1,2,2,3,5,3,0,Leave,Full-Time,No,control
29,Female,A-lev,None,10-20K,1,2,4,2,0,2,5,Leave,Part-Time,No,control
45,Female,BA,Lab,10-20K,1,2,4,2,3,3,5,Leave,Full-Time,No,control
53,Female,BA,None,10-20K,1,3,1,1,0,2,0,Leave,Full-Time,No,control
25,Male,Post2,Lab,10-20K,1,1,3,2,1,0,5,No vote,Full-Time,No,control
48,Male,GCSEorLess,UKIP,30-40K,1,1,1,1,0,2,0,Leave,Full-Time,No,control
51,Female,GCSEorLess,UKIP,10-20K,1,3,1,1,0,0,1,Leave,Not in paid work,No,control
23,Female,A-lev,Lab,10-20K,1,2,2,2,3,0,5,No vote,Part-Time,No,control
41,Male,Post2,Con,80-90K,0,4,4,4,4,5,0,Leave,Full-Time,Yes,control
25,Male,BA,Con,30-40K,1,3,3,1,0,10,0,Leave,Full-Time,No,control
43,Female,PG,Lab,10-20K,1,5,2,3,9,1,0,No vote,Part-Time,No,control
35,Female,A-lev,Con,30-40K,0,3,3,3,5,4,5,Leave,Part-Time,No,control
53,Female,GCSEorLess,None,Under10K,1,2,2,2,1,5,5,No vote,Not in paid work,No,control
20,Male,A-lev,Lab,Under10K,0,4,5,4,8,5,10,No vote,Full-Time,No,control
43,Male,GCSEorLess,Lab,10-20K,1,1,1,2,0,0,1,Leave,Not in paid work,No,control
32,Female,PG,Con,50-60K,0,3,2,3,4,5,5,Leave,Full-Time,No,control
36,Male,BA,Con,40-50K,0,4,4,4,3,5,7,Leave,Full-Time,No,control
43,Female,PG,UKIP,50-60K,1,2,1,2,1,1,1,Leave,Not in paid work,No,control
35,Female,PG,None,50-60K,1,4,3,2,3,4,6,Leave,Part-Time,Yes,control
23,Male,A-lev,None,Under10K,1,2,1,2,0,0,0,No vote,Unemployed,No,control
18,Male,A-lev,Lab,20-30K,0,5,5,5,8,6,10,No vote,Other,Yes,control
30,Male,A-lev,None,Under10K,0,4,4,4,6,5,7,No vote,Not in paid work,No,control
41,Female,GCSEorLess,None,40-50K,1,2,2,1,0,0,0,Leave,Not in paid work,No,control
53,Female,GCSEorLess,Lab,Under10K,1,3,4,2,0,3,0,Leave,Not in paid work,No,control
59,Male,Post2,Con,40-50K,1,1,3,1,0,0,0,Leave,Not in paid work,No,control
43,Female,GCSEorLess,UKIP,10-20K,1,2,2,2,1,8,1,Leave,Full-Time,No,control
18,Female,GCSEorLess,None,10-20K,0,4,4,3,8,5,10,No vote,Unemployed,Yes,control
31,Male,GCSEorLess,Lab,20-30K,1,1,1,1,0,0,0,No vote,Not in paid work,No,control
29,Male,PG,UKIP,30-40K,1,3,2,4,9,0,0,Leave,Full-Time,No,control
41,Male,Post2,Rather_not_say,10-20K,1,2,2,3,0,10,2,Leave,Full-Time,No,control
24,Female,A-lev,None,70-80K,0,4,4,4,8,4,7,No vote,Full-Time,No,control
42,Female,GCSEorLess,UKIP,40-50K,1,1,1,3,0,10,0,Leave,Full-Time,No,control
38,Male,A-lev,UKIP,40-50K,1,1,1,3,1,1,5,Leave,Full-Time,Yes,control
38,Female,Post2,SNP,40-50K,1,4,2,4,3,2,9,Leave,Full-Time,No,control
22,Male,Post2,Lab,10-20K,0,5,5,4,10,6,10,No vote,Part-Time,Yes,control
36,Male,Post2,None,40-50K,0,5,5,3,9,5,9,No vote,Full-Time,No,control
18,Female,GCSEorLess,None,50-60K,1,4,4,2,5,2,4,No vote,Part-Time,Yes,control
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,9,No vote,Other,Yes,control
35,Female,Post2,Con,50-60K,1,3,4,4,2,1,4,Leave,Part-Time,No,control
20,Female,Post2,Lab,10-20K,0,5,5,5,10,8,10,No vote,Unemployed,Yes,control
72,Female,GCSEorLess,Plaid,40-50K,0,3,2,3,4,4,4,Leave,Not in paid work,No,control
44,Female,Post2,UKIP,50-60K,1,1,1,1,0,0,0,Leave,Not in paid work,No,control
20,Female,Post2,Lab,Under10K,0,5,5,4,9,5,6,No vote,Part-Time,Yes,control
31,Male,PG,Lab,20-30K,1,3,2,1,0,1,5,Leave,Full-Time,No,control
42,Male,GCSEorLess,Con,40-50K,1,1,1,1,0,0,0,Leave,Full-Time,No,control
26,Female,GCSEorLess,None,40-50K,1,4,2,1,2,2,2,Leave,Full-Time,No,control
48,Male,A-lev,Lib,Under10K,1,4,2,4,5,4,5,Leave,Other,No,control
40,Female,GCSEorLess,None,Under10K,1,1,1,1,1,1,2,No vote,Unemployed,No,control
31,Female,A-lev,None,20-30K,1,2,4,2,1,2,5,Leave,Not in paid work,No,control
24,Male,Post2,None,10-20K,1,3,2,4,3,3,3,No vote,Not in paid work,Yes,control
19,Male,A-lev,Con,70-80K,1,2,2,4,1,1,4,No vote,Not in paid work,Yes,control
19,Female,BA,Con,30-40K,1,1,1,1,0,0,0,No vote,Full-Time,No,control
53,Male,BA,Lab,20-30K,0,4,3,4,6,5,9,Leave,Full-Time,No,control
62,Female,GCSEorLess,Lab,40-50K,1,1,1,2,2,0,2,Leave,Not in paid work,No,control
62,Female,PG,Con,20-30K,1,2,2,2,0,3,3,Leave,Not in paid work,No,control
40,Male,PG,Lab,30-40K,1,5,4,3,9,2,10,Leave,Full-Time,No,control
18,Female,A-lev,UKIP,40-50K,1,2,3,2,0,1,1,Leave,Part-Time,No,control
71,Female,GCSEorLess,None,10-20K,1,1,1,2,0,8,1,Leave,Not in paid work,No,control
58,Male,PG,Lab,40-50K,0,3,2,3,4,6,2,Leave,Not in paid work,No,control
56,Female,GCSEorLess,Con,Under10K,1,2,1,1,0,0,0,No vote,Unemployed,No,control
33,Male,GCSEorLess,None,20-30K,1,4,4,4,3,2,5,Leave,Full-Time,No,control
29,Female,GCSEorLess,None,10-20K,1,3,3,3,5,3,5,Leave,Unemployed,No,control
32,Female,BA,None,30-40K,0,4,4,3,9,5,9,No vote,Part-Time,No,control
34,Female,BA,Con,70-80K,1,2,4,4,3,2,0,Leave,Part-Time,No,control
23,Male,A-lev,None,Over100K,0,4,2,3,5,4,6,Leave,Not in paid work,No,control
53,Female,GCSEorLess,Lab,20-30K,1,2,1,3,5,3,9,Leave,Full-Time,No,control
54,Male,GCSEorLess,None,Under10K,1,2,3,3,2,1,3,No vote,Other,No,control
34,Male,BA,Lab,20-30K,1,3,4,2,4,3,4,Leave,Full-Time,No,control
57,Male,GCSEorLess,None,Under10K,1,3,3,2,2,2,1,No vote,Other,No,control
18,Male,A-lev,Con,20-30K,1,2,2,2,0,0,4,No vote,Part-Time,Yes,control
21,Male,A-lev,Rather_not_say,60-70K,0,2,2,3,4,3,5,No vote,Part-Time,Yes,control
31,Male,A-lev,Con,60-70K,1,1,1,2,0,0,5,Leave,Full-Time,No,control
36,Male,BA,Lab,40-50K,1,2,1,2,2,4,10,No vote,Part-Time,No,control
32,Female,GCSEorLess,None,Under10K,1,2,2,2,2,1,2,No vote,Not in paid work,No,control
57,Female,GCSEorLess,Con,20-30K,1,1,3,1,0,0,3,Leave,Not in paid work,No,control
32,Female,PG,Grn,Over100K,0,4,2,2,4,5,5,Leave,Full-Time,No,control
18,Male,A-lev,Plaid,30-40K,0,4,4,3,6,5,7,No vote,Not in paid work,Yes,control
57,Female,BA,Con,40-50K,0,4,4,3,10,5,5,No vote,Full-Time,No,control
18,Male,A-lev,Con,40-50K,1,1,1,2,2,0,9,No vote,Unemployed,Yes,control
20,Female,A-lev,Lab,10-20K,1,2,2,2,1,1,1,Leave,Part-Time,No,control
51,Female,BA,Con,10-20K,0,5,5,4,9,5,5,Leave,Unemployed,No,control
21,Female,GCSEorLess,Lab,Under10K,0,2,2,4,6,8,8,No vote,Not in paid work,No,control
34,Male,A-lev,Grn,Under10K,1,4,4,3,3,3,5,No vote,Part-Time,No,control
49,Female,GCSEorLess,None,10-20K,1,1,1,1,0,0,0,No vote,Not in paid work,No,control
21,Male,Post2,Con,Under10K,0,4,3,4,3,5,5,Leave,Unemployed,Yes,control
63,Female,GCSEorLess,Con,30-40K,0,3,2,4,5,5,8,Leave,Full-Time,No,control
24,Male,BA,Lab,80-90K,0,2,4,2,3,4,5,Leave,Full-Time,No,control
29,Male,GCSEorLess,None,40-50K,1,2,2,4,3,3,4,Leave,Full-Time,No,control
35,Female,GCSEorLess,UKIP,20-30K,1,1,1,2,1,0,0,Leave,Full-Time,No,control
58,Female,BA,None,Under10K,0,4,4,4,10,5,10,Leave,Full-Time,No,control
53,Female,Post2,None,Under10K,1,1,1,2,0,0,0,Leave,Part-Time,No,control
46,Male,Post2,Con,30-40K,1,3,2,4,3,3,3,Leave,Full-Time,No,control
45,Male,GCSEorLess,UKIP,40-50K,0,3,2,2,2,3,2,Leave,Part-Time,No,control
53,Female,A-lev,Grn,40-50K,1,2,3,2,0,1,2,Leave,Part-Time,No,control
30,Male,GCSEorLess,None,Under10K,1,3,3,3,4,3,5,No vote,Full-Time,No,control
35,Male,PG,Con,30-40K,1,3,3,4,7,3,5,Leave,Full-Time,No,control
20,Male,PG,Con,40-50K,0,4,4,4,8,5,8,No vote,Full-Time,Yes,control
58,Female,PG,Con,50-60K,1,2,2,2,0,0,0,Leave,Not in paid work,No,control
59,Male,BA,None,30-40K,1,1,1,1,0,10,0,Leave,Full-Time,No,control
20,Female,A-lev,Lab,40-50K,1,4,4,3,7,5,5,No vote,Unemployed,Yes,control
62,Male,A-lev,Lab,10-20K,0,4,3,3,5,4,5,No vote,Not in paid work,No,control
32,Male,A-lev,Lab,30-40K,1,4,4,3,9,4,10,No vote,Part-Time,No,control
28,Female,BA,Lab,20-30K,0,4,4,4,9,5,5,No vote,Full-Time,No,control
48,Male,GCSEorLess,None,30-40K,1,1,1,1,0,0,0,Leave,Full-Time,No,control
28,Female,GCSEorLess,Con,70-80K,0,4,4,4,3,5,5,Leave,Full-Time,No,control
21,Male,Post2,Lab,Under10K,0,4,3,2,8,5,10,No vote,Full-Time,Yes,control
37,Male,BA,Lab,30-40K,0,5,5,5,7,5,5,Leave,Full-Time,No,control
22,Female,BA,None,Under10K,0,5,5,3,9,9,10,No vote,Other,Yes,control
18,Male,A-lev,Grn,30-40K,0,4,4,4,10,5,9,No vote,Part-Time,Yes,control
33,Male,BA,Con,60-70K,0,4,4,4,4,2,7,Leave,Part-Time,No,control
40,Female,GCSEorLess,UKIP,10-20K,1,1,1,1,0,0,0,Leave,Part-Time,No,control
32,Male,Post2,UKIP,10-20K,1,1,1,2,0,0,1,Leave,Unemployed,No,control
27,Male,A-lev,None,30-40K,1,2,2,3,2,3,6,No vote,Full-Time,No,control
39,Male,BA,Lab,50-60K,1,2,3,2,1,1,1,Leave,Full-Time,No,control
31,Female,A-lev,Lab,50-60K,1,2,2,2,0,0,4,Leave,Full-Time,No,control
65,Female,GCSEorLess,Lab,10-20K,0,4,4,3,9,5,10,Leave,Part-Time,No,control
53,Female,GCSEorLess,Lab,10-20K,1,2,2,2,2,1,3,Leave,Not in paid work,No,control
44,Female,BA,Lab,50-60K,1,3,2,2,2,3,0,Leave,Part-Time,No,control
31,Male,Post2,None,30-40K,1,4,2,2,1,8,1,Leave,Full-Time,No,control
34,Female,A-lev,None,30-40K,1,2,3,2,0,0,2,No vote,Not in paid work,No,control
25,Male,BA,Con,50-60K,1,4,2,1,2,1,9,Leave,Unemployed,No,control
19,Female,A-lev,Rather_not_say,30-40K,1,5,4,4,5,5,5,No vote,Full-Time,No,control
27,Female,BA,Lab,50-60K,1,3,2,2,1,4,6,Leave,Full-Time,No,control
50,Female,BA,None,Under10K,0,5,5,4,10,5,10,No vote,Part-Time,No,control
18,Female,A-lev,Lab,20-30K,0,4,4,4,8,6,9,No vote,Other,Yes,control
31,Male,GCSEorLess,UKIP,40-50K,1,5,5,1,1,0,0,Leave,Unemployed,No,control
48,Female,GCSEorLess,Lab,10-20K,1,2,2,2,0,2,1,Leave,Not in paid work,No,control
54,Male,A-lev,UKIP,10-20K,1,2,2,2,0,0,2,Leave,Part-Time,No,control
57,Female,A-lev,Con,40-50K,1,3,4,3,3,3,5,Leave,Part-Time,No,control
26,Female,BA,None,10-20K,1,3,3,3,4,3,0,No vote,Part-Time,No,control
37,Male,A-lev,Lab,30-40K,0,5,5,5,5,5,10,Leave,Full-Time,No,control
19,Male,GCSEorLess,None,Under10K,1,2,2,2,1,0,0,No vote,Unemployed,No,control
42,Female,A-lev,Con,50-60K,0,3,4,3,4,5,4,Leave,Full-Time,No,control
35,Female,Post2,None,Under10K,1,4,3,2,3,3,3,Leave,Not in paid work,No,control
41,Female,BA,Lab,20-30K,1,2,2,2,0,0,5,No vote,Not in paid work,No,control
41,Male,A-lev,Lab,10-20K,1,1,1,1,0,0,9,No vote,Unemployed,No,control
33,Female,BA,Lab,40-50K,0,4,3,2,3,4,5,Leave,Full-Time,No,control
61,Female,GCSEorLess,Lab,10-20K,1,2,2,3,1,1,0,Leave,Full-Time,No,control
65,Male,PG,Con,40-50K,1,2,2,2,2,1,5,Leave,Full-Time,No,control
29,Female,PG,Lab,80-90K,0,4,4,4,9,5,10,No vote,Full-Time,No,control
40,Male,BA,UKIP,50-60K,1,4,4,3,2,8,1,Leave,Full-Time,No,control
50,Male,GCSEorLess,Lab,30-40K,1,1,3,2,0,0,5,Leave,Full-Time,No,control
18,Male,A-lev,Grn,20-30K,1,5,3,4,7,5,5,No vote,Not in paid work,Yes,control
30,Female,Post2,Lab,10-20K,0,5,4,4,10,5,7,No vote,Full-Time,No,control
68,Female,BA,Lab,30-40K,1,4,1,2,0,0,5,Leave,Not in paid work,No,control
52,Male,BA,UKIP,30-40K,1,2,1,3,1,1,0,Leave,Part-Time,No,control
25,Male,A-lev,None,Under10K,0,4,2,3,5,6,8,No vote,Unemployed,No,control
39,Male,Post2,None,20-30K,1,2,1,2,1,1,5,Leave,Full-Time,No,control
52,Male,A-lev,Con,Under10K,1,3,1,4,3,3,3,Leave,Unemployed,No,control
57,Male,A-lev,None,70-80K,0,4,3,3,6,4,5,No vote,Full-Time,No,control
36,Male,PG,Con,70-80K,1,4,4,3,2,2,2,Leave,Full-Time,No,control
46,Female,BA,Lab,90-100K,1,4,2,2,2,3,5,Leave,Full-Time,No,control
31,Male,GCSEorLess,Plaid,10-20K,0,4,3,2,2,3,5,No vote,Other,No,control
46,Female,GCSEorLess,None,30-40K,1,2,2,2,3,1,5,Leave,Not in paid work,No,control
19,Female,A-lev,Lab,10-20K,1,3,1,3,3,2,5,No vote,Full-Time,No,control
36,Female,GCSEorLess,None,40-50K,1,2,3,2,0,0,2,Leave,Part-Time,No,control
28,Female,A-lev,UKIP,70-80K,1,3,2,3,0,0,10,Leave,Full-Time,No,control
20,Female,A-lev,None,10-20K,0,5,3,4,9,3,9,No vote,Full-Time,No,control
45,Male,A-lev,Lab,30-40K,1,3,3,2,3,7,4,Leave,Full-Time,No,control
31,Male,GCSEorLess,Con,10-20K,1,3,4,2,3,3,3,Leave,Full-Time,No,control
23,Female,BA,None,80-90K,1,4,4,2,0,0,5,Leave,Full-Time,Yes,control
46,Male,GCSEorLess,Con,20-30K,1,1,2,2,0,0,0,Leave,Full-Time,No,control
50,Female,GCSEorLess,Lab,30-40K,0,4,4,3,8,5,8,Leave,Part-Time,No,control
39,Male,A-lev,None,20-30K,0,4,4,4,5,5,8,No vote,Part-Time,No,control
27,Female,BA,Lab,20-30K,0,4,4,3,5,5,10,Leave,Full-Time,No,control
19,Female,A-lev,Lab,60-70K,0,5,5,5,10,7,9,No vote,Full-Time,Yes,control
31,Male,PG,Lab,Over100K,1,1,2,3,1,10,6,Leave,Full-Time,No,control
51,Female,Post2,None,Under10K,0,5,3,4,10,8,10,Leave,Not in paid work,No,control
66,Female,Post2,Con,20-30K,1,2,2,2,3,2,5,Leave,Part-Time,No,control
44,Male,PG,None,50-60K,1,4,2,4,5,3,8,Leave,Full-Time,No,control
29,Male,BA,None,10-20K,1,2,2,2,2,2,5,No vote,Part-Time,No,control
37,Female,Post2,None,10-20K,1,2,3,2,3,2,7,No vote,Part-Time,No,control
60,Female,GCSEorLess,SNP,20-30K,1,4,4,2,1,2,0,Leave,Part-Time,No,control
45,Female,GCSEorLess,None,10-20K,1,3,3,4,3,4,3,Leave,Not in paid work,No,control
20,Female,BA,Lab,10-20K,0,5,5,4,7,5,8,No vote,Part-Time,Yes,control
49,Male,A-lev,Grn,10-20K,1,2,2,2,5,0,0,Leave,Full-Time,No,control
22,Female,A-lev,None,10-20K,1,3,3,3,4,6,2,No vote,Full-Time,No,control
57,Female,A-lev,Lab,10-20K,1,2,1,1,0,0,4,No vote,Not in paid work,No,control
29,Female,GCSEorLess,None,40-50K,1,2,3,3,2,0,6,No vote,Full-Time,No,control
53,Female,BA,Lib,20-30K,1,2,2,3,2,3,5,Leave,Part-Time,No,control
63,Male,GCSEorLess,Con,10-20K,1,1,1,1,0,0,3,Leave,Part-Time,No,control
21,Male,BA,Lab,30-40K,1,4,4,4,3,9,2,Leave,Full-Time,Yes,control
37,Female,BA,Grn,40-50K,0,4,2,4,9,5,9,No vote,Full-Time,No,control
42,Female,A-lev,None,40-50K,1,2,2,2,2,1,2,Leave,Full-Time,No,control
47,Male,PG,UKIP,30-40K,1,2,1,2,0,0,0,Leave,Full-Time,No,control
51,Female,A-lev,None,10-20K,1,2,2,2,4,2,2,Leave,Full-Time,No,control
42,Male,GCSEorLess,Lab,20-30K,1,2,3,2,1,1,0,Leave,Full-Time,No,control
