age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
27,Male,Post2,Lib,20-30K,0,3,4,4,8,6,7,control,Leave,Full-Time,No
45,Female,GCSEorLess,Con,80-90K,1,2,2,2,2,1,5,control,Leave,Not in paid work,No
37,Female,BA,Con,50-60K,0,5,4,3,4,4,5,control,Leave,Full-Time,No
49,Female,BA,None,20-30K,1,3,2,3,3,3,4,control,Leave,Not in paid work,No
28,Male,A-lev,None,10-20K,1,4,2,2,3,2,5,control,Leave,Part-Time,Yes
33,Female,Post2,Con,40-50K,1,3,2,4,0,1,5,control,No vote,Part-Time,No
21,Male,A-lev,Lab,20-30K,0,4,4,4,10,5,10,control,No vote,Unemployed,No
47,Female,A-lev,Con,40-50K,1,3,1,2,2,0,5,control,Leave,Unemployed,No
34,Male,BA,Con,20-30K,1,2,2,3,1,1,2,control,Leave,Full-Time,No
34,Female,BA,SNP,20-30K,1,2,3,2,1,1,1,control,Leave,Full-Time,No
31,Female,PG,None,20-30K,1,4,3,4,2,4,5,control,No vote,Full-Time,Yes
20,Male,A-lev,Con,Under10K,0,5,5,3,9,4,9,control,No vote,Part-Time,Yes
18,Male,A-lev,None,30-40K,1,4,4,4,6,2,9,control,No vote,Unemployed,Yes
38,Male,BA,Con,30-40K,1,2,2,2,2,2,5,control,Leave,Full-Time,No
47,Male,Post2,Con,30-40K,1,2,2,3,3,3,5,control,Leave,Full-Time,No
24,Male,GCSEorLess,UKIP,30-40K,1,1,1,1,0,0,0,control,Leave,Full-Time,No
31,Female,A-lev,Con,80-90K,1,4,3,2,1,0,3,control,No vote,Not in paid work,No
33,Male,PG,UKIP,30-40K,1,2,2,3,5,3,0,control,Leave,Full-Time,No
29,Female,A-lev,None,10-20K,1,2,4,2,0,2,5,control,Leave,Part-Time,No
45,Female,BA,Lab,10-20K,1,2,4,2,3,3,5,control,Leave,Full-Time,No
53,Female,BA,None,10-20K,1,3,1,1,0,2,0,control,Leave,Full-Time,No
25,Male,Post2,Lab,10-20K,1,1,3,2,1,0,5,control,No vote,Full-Time,No
48,Male,GCSEorLess,UKIP,30-40K,1,1,1,1,0,2,0,control,Leave,Full-Time,No
51,Female,GCSEorLess,UKIP,10-20K,1,3,1,1,0,0,1,control,Leave,Not in paid work,No
23,Female,A-lev,Lab,10-20K,1,2,2,2,3,0,5,control,No vote,Part-Time,No
41,Male,Post2,Con,80-90K,0,4,4,4,4,5,0,control,Leave,Full-Time,Yes
25,Male,BA,Con,30-40K,1,3,3,1,0,10,0,control,Leave,Full-Time,No
35,Female,A-lev,Con,30-40K,0,3,3,3,5,4,5,control,Leave,Part-Time,No
53,Female,GCSEorLess,None,Under10K,1,2,2,2,1,5,5,control,No vote,Not in paid work,No
20,Male,A-lev,Lab,Under10K,0,4,5,4,8,5,10,control,No vote,Full-Time,No
43,Male,GCSEorLess,Lab,10-20K,1,1,1,2,0,0,1,control,Leave,Not in paid work,No
32,Female,PG,Con,50-60K,0,3,2,3,4,5,5,control,Leave,Full-Time,No
36,Male,BA,Con,40-50K,0,4,4,4,3,5,7,control,Leave,Full-Time,No
43,Female,PG,UKIP,50-60K,1,2,1,2,1,1,1,control,Leave,Not in paid work,No
23,Male,A-lev,None,Under10K,1,2,1,2,0,0,0,control,No vote,Unemployed,No
18,Male,A-lev,Lab,20-30K,0,5,5,5,8,6,10,control,No vote,Other,Yes
30,Male,A-lev,None,Under10K,0,4,4,4,6,5,7,control,No vote,Not in paid work,No
41,Female,GCSEorLess,None,40-50K,1,2,2,1,0,0,0,control,Leave,Not in paid work,No
53,Female,GCSEorLess,Lab,Under10K,1,3,4,2,0,3,0,control,Leave,Not in paid work,No
59,Male,Post2,Con,40-50K,1,1,3,1,0,0,0,control,Leave,Not in paid work,No
43,Female,GCSEorLess,UKIP,10-20K,1,2,2,2,1,8,1,control,Leave,Full-Time,No
31,Male,GCSEorLess,Lab,20-30K,1,1,1,1,0,0,0,control,No vote,Not in paid work,No
41,Male,Post2,Rather_not_say,10-20K,1,2,2,3,0,10,2,control,Leave,Full-Time,No
42,Female,GCSEorLess,UKIP,40-50K,1,1,1,3,0,10,0,control,Leave,Full-Time,No
38,Male,A-lev,UKIP,40-50K,1,1,1,3,1,1,5,control,Leave,Full-Time,Yes
38,Female,Post2,SNP,40-50K,1,4,2,4,3,2,9,control,Leave,Full-Time,No
22,Male,Post2,Lab,10-20K,0,5,5,4,10,6,10,control,No vote,Part-Time,Yes
36,Male,Post2,None,40-50K,0,5,5,3,9,5,9,control,No vote,Full-Time,No
20,Female,Post2,Lab,10-20K,0,5,5,5,10,8,10,control,No vote,Unemployed,Yes
44,Female,Post2,UKIP,50-60K,1,1,1,1,0,0,0,control,Leave,Not in paid work,No
31,Male,PG,Lab,20-30K,1,3,2,1,0,1,5,control,Leave,Full-Time,No
42,Male,GCSEorLess,Con,40-50K,1,1,1,1,0,0,0,control,Leave,Full-Time,No
26,Female,GCSEorLess,None,40-50K,1,4,2,1,2,2,2,control,Leave,Full-Time,No
40,Female,GCSEorLess,None,Under10K,1,1,1,1,1,1,2,control,No vote,Unemployed,No
31,Female,A-lev,None,20-30K,1,2,4,2,1,2,5,control,Leave,Not in paid work,No
19,Male,A-lev,Con,70-80K,1,2,2,4,1,1,4,control,No vote,Not in paid work,Yes
53,Male,BA,Lab,20-30K,0,4,3,4,6,5,9,control,Leave,Full-Time,No
62,Female,GCSEorLess,Lab,40-50K,1,1,1,2,2,0,2,control,Leave,Not in paid work,No
62,Female,PG,Con,20-30K,1,2,2,2,0,3,3,control,Leave,Not in paid work,No
18,Female,A-lev,UKIP,40-50K,1,2,3,2,0,1,1,control,Leave,Part-Time,No
71,Female,GCSEorLess,None,10-20K,1,1,1,2,0,8,1,control,Leave,Not in paid work,No
58,Male,PG,Lab,40-50K,0,3,2,3,4,6,2,control,Leave,Not in paid work,No
56,Female,GCSEorLess,Con,Under10K,1,2,1,1,0,0,0,control,No vote,Unemployed,No
29,Female,GCSEorLess,None,10-20K,1,3,3,3,5,3,5,control,Leave,Unemployed,No
32,Female,BA,None,30-40K,0,4,4,3,9,5,9,control,No vote,Part-Time,No
34,Female,BA,Con,70-80K,1,2,4,4,3,2,0,control,Leave,Part-Time,No
53,Female,GCSEorLess,Lab,20-30K,1,2,1,3,5,3,9,control,Leave,Full-Time,No
54,Male,GCSEorLess,None,Under10K,1,2,3,3,2,1,3,control,No vote,Other,No
34,Male,BA,Lab,20-30K,1,3,4,2,4,3,4,control,Leave,Full-Time,No
57,Male,GCSEorLess,None,Under10K,1,3,3,2,2,2,1,control,No vote,Other,No
18,Male,A-lev,Con,20-30K,1,2,2,2,0,0,4,control,No vote,Part-Time,Yes
21,Male,A-lev,Rather_not_say,60-70K,0,2,2,3,4,3,5,control,No vote,Part-Time,Yes
31,Male,A-lev,Con,60-70K,1,1,1,2,0,0,5,control,Leave,Full-Time,No
36,Male,BA,Lab,40-50K,1,2,1,2,2,4,10,control,No vote,Part-Time,No
32,Female,GCSEorLess,None,Under10K,1,2,2,2,2,1,2,control,No vote,Not in paid work,No
57,Female,GCSEorLess,Con,20-30K,1,1,3,1,0,0,3,control,Leave,Not in paid work,No
32,Female,PG,Grn,Over100K,0,4,2,2,4,5,5,control,Leave,Full-Time,No
18,Male,A-lev,Plaid,30-40K,0,4,4,3,6,5,7,control,No vote,Not in paid work,Yes
57,Female,BA,Con,40-50K,0,4,4,3,10,5,5,control,No vote,Full-Time,No
18,Male,A-lev,Con,40-50K,1,1,1,2,2,0,9,control,No vote,Unemployed,Yes
20,Female,A-lev,Lab,10-20K,1,2,2,2,1,1,1,control,Leave,Part-Time,No
51,Female,BA,Con,10-20K,0,5,5,4,9,5,5,control,Leave,Unemployed,No
34,Male,A-lev,Grn,Under10K,1,4,4,3,3,3,5,control,No vote,Part-Time,No
49,Female,GCSEorLess,None,10-20K,1,1,1,1,0,0,0,control,No vote,Not in paid work,No
21,Male,Post2,Con,Under10K,0,4,3,4,3,5,5,control,Leave,Unemployed,Yes
63,Female,GCSEorLess,Con,30-40K,0,3,2,4,5,5,8,control,Leave,Full-Time,No
24,Male,BA,Lab,80-90K,0,2,4,2,3,4,5,control,Leave,Full-Time,No
29,Male,GCSEorLess,None,40-50K,1,2,2,4,3,3,4,control,Leave,Full-Time,No
35,Female,GCSEorLess,UKIP,20-30K,1,1,1,2,1,0,0,control,Leave,Full-Time,No
53,Female,Post2,None,Under10K,1,1,1,2,0,0,0,control,Leave,Part-Time,No
46,Male,Post2,Con,30-40K,1,3,2,4,3,3,3,control,Leave,Full-Time,No
45,Male,GCSEorLess,UKIP,40-50K,0,3,2,2,2,3,2,control,Leave,Part-Time,No
53,Female,A-lev,Grn,40-50K,1,2,3,2,0,1,2,control,Leave,Part-Time,No
35,Male,PG,Con,30-40K,1,3,3,4,7,3,5,control,Leave,Full-Time,No
20,Male,PG,Con,40-50K,0,4,4,4,8,5,8,control,No vote,Full-Time,Yes
58,Female,PG,Con,50-60K,1,2,2,2,0,0,0,control,Leave,Not in paid work,No
59,Male,BA,None,30-40K,1,1,1,1,0,10,0,control,Leave,Full-Time,No
62,Male,A-lev,Lab,10-20K,0,4,3,3,5,4,5,control,No vote,Not in paid work,No
48,Male,GCSEorLess,None,30-40K,1,1,1,1,0,0,0,control,Leave,Full-Time,No
28,Female,GCSEorLess,Con,70-80K,0,4,4,4,3,5,5,control,Leave,Full-Time,No
37,Male,BA,Lab,30-40K,0,5,5,5,7,5,5,control,Leave,Full-Time,No
22,Female,BA,None,Under10K,0,5,5,3,9,9,10,control,No vote,Other,Yes
33,Male,BA,Con,60-70K,0,4,4,4,4,2,7,control,Leave,Part-Time,No
40,Female,GCSEorLess,UKIP,10-20K,1,1,1,1,0,0,0,control,Leave,Part-Time,No
32,Male,Post2,UKIP,10-20K,1,1,1,2,0,0,1,control,Leave,Unemployed,No
27,Male,A-lev,None,30-40K,1,2,2,3,2,3,6,control,No vote,Full-Time,No
39,Male,BA,Lab,50-60K,1,2,3,2,1,1,1,control,Leave,Full-Time,No
31,Female,A-lev,Lab,50-60K,1,2,2,2,0,0,4,control,Leave,Full-Time,No
65,Female,GCSEorLess,Lab,10-20K,0,4,4,3,9,5,10,control,Leave,Part-Time,No
53,Female,GCSEorLess,Lab,10-20K,1,2,2,2,2,1,3,control,Leave,Not in paid work,No
44,Female,BA,Lab,50-60K,1,3,2,2,2,3,0,control,Leave,Part-Time,No
31,Male,Post2,None,30-40K,1,4,2,2,1,8,1,control,Leave,Full-Time,No
34,Female,A-lev,None,30-40K,1,2,3,2,0,0,2,control,No vote,Not in paid work,No
25,Male,BA,Con,50-60K,1,4,2,1,2,1,9,control,Leave,Unemployed,No
27,Female,BA,Lab,50-60K,1,3,2,2,1,4,6,control,Leave,Full-Time,No
50,Female,BA,None,Under10K,0,5,5,4,10,5,10,control,No vote,Part-Time,No
18,Female,A-lev,Lab,20-30K,0,4,4,4,8,6,9,control,No vote,Other,Yes
48,Female,GCSEorLess,Lab,10-20K,1,2,2,2,0,2,1,control,Leave,Not in paid work,No
57,Female,A-lev,Con,40-50K,1,3,4,3,3,3,5,control,Leave,Part-Time,No
37,Male,A-lev,Lab,30-40K,0,5,5,5,5,5,10,control,Leave,Full-Time,No
19,Male,GCSEorLess,None,Under10K,1,2,2,2,1,0,0,control,No vote,Unemployed,No
42,Female,A-lev,Con,50-60K,0,3,4,3,4,5,4,control,Leave,Full-Time,No
35,Female,Post2,None,Under10K,1,4,3,2,3,3,3,control,Leave,Not in paid work,No
41,Female,BA,Lab,20-30K,1,2,2,2,0,0,5,control,No vote,Not in paid work,No
41,Male,A-lev,Lab,10-20K,1,1,1,1,0,0,9,control,No vote,Unemployed,No
33,Female,BA,Lab,40-50K,0,4,3,2,3,4,5,control,Leave,Full-Time,No
61,Female,GCSEorLess,Lab,10-20K,1,2,2,3,1,1,0,control,Leave,Full-Time,No
65,Male,PG,Con,40-50K,1,2,2,2,2,1,5,control,Leave,Full-Time,No
40,Male,BA,UKIP,50-60K,1,4,4,3,2,8,1,control,Leave,Full-Time,No
50,Male,GCSEorLess,Lab,30-40K,1,1,3,2,0,0,5,control,Leave,Full-Time,No
18,Male,A-lev,Grn,20-30K,1,5,3,4,7,5,5,control,No vote,Not in paid work,Yes
68,Female,BA,Lab,30-40K,1,4,1,2,0,0,5,control,Leave,Not in paid work,No
52,Male,BA,UKIP,30-40K,1,2,1,3,1,1,0,control,Leave,Part-Time,No
39,Male,Post2,None,20-30K,1,2,1,2,1,1,5,control,Leave,Full-Time,No
52,Male,A-lev,Con,Under10K,1,3,1,4,3,3,3,control,Leave,Unemployed,No
57,Male,A-lev,None,70-80K,0,4,3,3,6,4,5,control,No vote,Full-Time,No
36,Male,PG,Con,70-80K,1,4,4,3,2,2,2,control,Leave,Full-Time,No
46,Female,BA,Lab,90-100K,1,4,2,2,2,3,5,control,Leave,Full-Time,No
31,Male,GCSEorLess,Plaid,10-20K,0,4,3,2,2,3,5,control,No vote,Other,No
46,Female,GCSEorLess,None,30-40K,1,2,2,2,3,1,5,control,Leave,Not in paid work,No
19,Female,A-lev,Lab,10-20K,1,3,1,3,3,2,5,control,No vote,Full-Time,No
36,Female,GCSEorLess,None,40-50K,1,2,3,2,0,0,2,control,Leave,Part-Time,No
28,Female,A-lev,UKIP,70-80K,1,3,2,3,0,0,10,control,Leave,Full-Time,No
45,Male,A-lev,Lab,30-40K,1,3,3,2,3,7,4,control,Leave,Full-Time,No
31,Male,GCSEorLess,Con,10-20K,1,3,4,2,3,3,3,control,Leave,Full-Time,No
46,Male,GCSEorLess,Con,20-30K,1,1,2,2,0,0,0,control,Leave,Full-Time,No
50,Female,GCSEorLess,Lab,30-40K,0,4,4,3,8,5,8,control,Leave,Part-Time,No
19,Female,A-lev,Lab,60-70K,0,5,5,5,10,7,9,control,No vote,Full-Time,Yes
31,Male,PG,Lab,Over100K,1,1,2,3,1,10,6,control,Leave,Full-Time,No
51,Female,Post2,None,Under10K,0,5,3,4,10,8,10,control,Leave,Not in paid work,No
66,Female,Post2,Con,20-30K,1,2,2,2,3,2,5,control,Leave,Part-Time,No
29,Male,BA,None,10-20K,1,2,2,2,2,2,5,control,No vote,Part-Time,No
60,Female,GCSEorLess,SNP,20-30K,1,4,4,2,1,2,0,control,Leave,Part-Time,No
20,Female,BA,Lab,10-20K,0,5,5,4,7,5,8,control,No vote,Part-Time,Yes
49,Male,A-lev,Grn,10-20K,1,2,2,2,5,0,0,control,Leave,Full-Time,No
22,Female,A-lev,None,10-20K,1,3,3,3,4,6,2,control,No vote,Full-Time,No
57,Female,A-lev,Lab,10-20K,1,2,1,1,0,0,4,control,No vote,Not in paid work,No
29,Female,GCSEorLess,None,40-50K,1,2,3,3,2,0,6,control,No vote,Full-Time,No
53,Female,BA,Lib,20-30K,1,2,2,3,2,3,5,control,Leave,Part-Time,No
63,Male,GCSEorLess,Con,10-20K,1,1,1,1,0,0,3,control,Leave,Part-Time,No
21,Male,BA,Lab,30-40K,1,4,4,4,3,9,2,control,Leave,Full-Time,Yes
37,Female,BA,Grn,40-50K,0,4,2,4,9,5,9,control,No vote,Full-Time,No
42,Female,A-lev,None,40-50K,1,2,2,2,2,1,2,control,Leave,Full-Time,No
47,Male,PG,UKIP,30-40K,1,2,1,2,0,0,0,control,Leave,Full-Time,No
51,Female,A-lev,None,10-20K,1,2,2,2,4,2,2,control,Leave,Full-Time,No
42,Male,GCSEorLess,Lab,20-30K,1,2,3,2,1,1,0,control,Leave,Full-Time,No
33,Female,A-lev,Con,50-60K,1,2,2,2,1,2,5,control,Leave,Part-Time,No
50,Female,BA,Con,Over100K,1,2,2,2,0,0,0,control,Leave,Full-Time,No
72,Male,Post2,None,40-50K,0,4,2,2,5,5,10,control,No vote,Not in paid work,No
72,Female,A-lev,Lab,Under10K,1,2,2,1,3,8,0,control,Leave,Not in paid work,No
26,Female,PG,Lib,60-70K,0,5,5,4,6,3,8,control,No vote,Part-Time,Yes
39,Female,GCSEorLess,Lib,Under10K,1,4,4,4,4,3,8,control,No vote,Part-Time,No
51,Female,BA,None,30-40K,1,4,4,4,4,4,5,control,No vote,Full-Time,No
40,Female,A-lev,None,40-50K,1,4,3,3,4,4,9,control,Leave,Full-Time,No
39,Female,Post2,None,40-50K,0,4,2,3,6,5,2,control,Leave,Part-Time,Yes
48,Male,A-lev,Con,50-60K,1,3,2,2,1,1,1,control,Leave,Full-Time,No
27,Female,A-lev,None,50-60K,1,2,2,2,1,2,4,control,No vote,Full-Time,No
34,Female,GCSEorLess,Con,40-50K,1,2,3,3,5,1,9,control,No vote,Not in paid work,No
34,Female,BA,None,20-30K,1,1,2,1,0,0,0,control,No vote,Part-Time,No
27,Male,A-lev,Rather_not_say,30-40K,1,4,1,3,3,4,5,control,No vote,Full-Time,No
52,Male,PG,Lib,50-60K,1,2,2,4,2,2,2,control,Leave,Full-Time,No
30,Male,BA,UKIP,10-20K,1,1,1,1,0,0,2,control,Leave,Full-Time,No
47,Female,BA,Lab,Under10K,1,3,2,3,4,3,7,control,No vote,Part-Time,No
52,Female,A-lev,UKIP,20-30K,1,2,2,2,1,0,1,control,Leave,Part-Time,No
36,Female,BA,Lab,Under10K,1,2,2,3,0,0,3,control,Leave,Not in paid work,No
34,Female,BA,Lab,Under10K,1,4,4,3,6,3,3,control,Leave,Full-Time,No
20,Male,A-lev,Con,Under10K,0,4,5,4,9,5,10,control,No vote,Not in paid work,Yes
33,Female,BA,Con,60-70K,1,2,2,2,1,1,3,control,Leave,Full-Time,No
56,Male,GCSEorLess,None,20-30K,1,1,1,1,0,0,0,control,No vote,Full-Time,No
21,Male,A-lev,Con,70-80K,1,3,1,2,2,0,5,control,Leave,Part-Time,No
20,Male,A-lev,Lab,Under10K,0,4,4,4,10,7,10,control,No vote,Not in paid work,Yes
41,Male,PG,None,60-70K,1,2,2,2,2,2,4,control,No vote,Full-Time,No
30,Male,PG,None,Over100K,1,2,2,4,3,3,5,control,No vote,Full-Time,No
30,Male,A-lev,None,40-50K,1,3,1,3,1,4,2,control,Leave,Full-Time,No
44,Male,BA,UKIP,20-30K,1,2,1,1,0,0,0,control,Leave,Full-Time,No
74,Female,A-lev,Con,10-20K,1,1,2,2,2,2,5,control,Leave,Not in paid work,No
37,Female,BA,None,50-60K,0,3,4,4,4,4,6,control,Leave,Part-Time,No
34,Female,PG,Lab,20-30K,1,2,2,3,1,0,2,control,Leave,Part-Time,Yes
39,Female,BA,Con,30-40K,1,2,2,4,2,2,2,control,Leave,Part-Time,No
52,Male,GCSEorLess,UKIP,60-70K,1,2,2,2,0,0,6,control,Leave,Full-Time,No
31,Female,BA,None,40-50K,0,3,4,3,5,4,7,control,Leave,Full-Time,No
33,Female,GCSEorLess,Rather_not_say,50-60K,1,3,3,3,4,4,5,control,No vote,Other,No
33,Female,PG,SNP,20-30K,0,5,5,4,10,5,10,control,Leave,Full-Time,Yes
19,Male,A-lev,Con,Under10K,0,4,5,5,9,5,10,control,No vote,Unemployed,Yes
63,Male,PG,Con,50-60K,1,2,2,3,2,4,5,control,Leave,Part-Time,No
37,Female,A-lev,Grn,20-30K,1,2,1,1,1,2,1,control,Leave,Full-Time,No
29,Female,A-lev,Grn,Under10K,0,4,4,2,8,3,7,control,Leave,Part-Time,No
47,Female,A-lev,None,10-20K,1,1,1,1,0,0,0,control,Leave,Not in paid work,No
37,Male,Post2,Lab,30-40K,1,2,2,2,4,7,5,control,Leave,Full-Time,No
39,Female,PG,Lab,70-80K,0,4,4,4,8,5,5,control,Leave,Full-Time,No
24,Female,A-lev,Lab,60-70K,1,5,5,1,1,2,4,control,Leave,Full-Time,No
65,Male,BA,Con,50-60K,0,4,3,4,8,7,2,control,Leave,Not in paid work,No
41,Female,A-lev,None,40-50K,1,2,4,4,2,3,2,control,Leave,Part-Time,No
33,Female,A-lev,Lab,10-20K,1,4,3,2,4,4,5,control,Leave,Full-Time,No
33,Male,PG,Lab,10-20K,1,2,2,4,1,1,3,control,Leave,Full-Time,No
25,Female,BA,Lab,80-90K,0,4,2,3,8,5,5,control,No vote,Full-Time,No
28,Female,A-lev,None,20-30K,1,4,4,3,0,0,0,control,Leave,Not in paid work,No
48,Female,PG,None,20-30K,1,4,2,3,3,3,5,control,Leave,Full-Time,No
55,Male,BA,Con,50-60K,0,4,4,3,7,5,7,control,Leave,Full-Time,No
34,Female,BA,Con,20-30K,1,4,4,4,2,3,0,control,Leave,Full-Time,No
23,Female,GCSEorLess,UKIP,30-40K,1,1,1,1,0,0,1,control,Leave,Full-Time,No
48,Female,GCSEorLess,None,20-30K,1,2,5,4,0,5,5,control,Leave,Unemployed,No
64,Female,GCSEorLess,Con,20-30K,1,2,2,3,4,4,9,control,Leave,Part-Time,No
65,Female,Post2,Con,10-20K,1,2,1,3,2,2,6,control,Leave,Not in paid work,No
31,Male,PG,Con,30-40K,1,3,2,3,3,3,0,control,Leave,Full-Time,No
20,Female,BA,Grn,30-40K,0,5,4,2,7,4,7,control,Leave,Other,Yes
51,Female,GCSEorLess,UKIP,10-20K,1,4,3,3,0,0,0,control,Leave,Not in paid work,No
62,Male,GCSEorLess,Con,20-30K,1,2,2,2,2,3,2,control,Leave,Full-Time,No
28,Female,BA,None,30-40K,1,4,3,3,1,3,2,control,Leave,Not in paid work,No
36,Female,GCSEorLess,Lab,30-40K,1,4,4,4,1,3,0,control,No vote,Full-Time,No
28,Female,Post2,UKIP,10-20K,1,1,2,1,0,0,2,control,No vote,Part-Time,No
54,Male,GCSEorLess,UKIP,40-50K,1,2,1,1,0,0,0,control,Leave,Full-Time,No
49,Male,Post2,Con,10-20K,1,1,1,1,0,10,0,control,Leave,Other,No
52,Male,BA,Lab,70-80K,1,2,2,2,1,1,1,control,Leave,Full-Time,Yes
19,Female,Post2,Lab,60-70K,0,5,4,4,10,7,10,control,No vote,Part-Time,Yes
19,Female,Post2,None,Under10K,0,5,5,5,9,6,9,control,No vote,Not in paid work,Yes
37,Female,Post2,Lab,Under10K,1,2,2,3,0,0,5,control,Leave,Not in paid work,No
28,Male,BA,UKIP,20-30K,1,3,3,2,0,0,0,control,No vote,Full-Time,No
60,Male,A-lev,Lab,40-50K,1,4,1,2,0,2,0,control,Leave,Not in paid work,No
31,Female,A-lev,None,50-60K,1,2,1,1,0,0,0,control,Leave,Part-Time,No
29,Female,BA,Con,Under10K,1,3,2,2,1,0,2,control,No vote,Full-Time,No
59,Female,GCSEorLess,Lab,20-30K,1,1,1,2,0,0,0,control,Leave,Not in paid work,No
30,Male,GCSEorLess,UKIP,30-40K,1,2,2,1,1,1,2,control,Leave,Part-Time,No
57,Female,GCSEorLess,Con,10-20K,1,2,2,2,2,0,1,control,Leave,Not in paid work,No
62,Female,GCSEorLess,Lab,20-30K,1,3,2,3,2,2,5,control,Leave,Not in paid work,No
30,Female,BA,Lab,50-60K,1,4,4,4,5,4,5,control,Leave,Full-Time,No
60,Male,BA,Con,30-40K,1,3,2,2,2,3,0,control,Leave,Full-Time,No
43,Female,BA,Lab,70-80K,1,2,1,2,1,1,1,control,Leave,Part-Time,No
27,Female,BA,None,50-60K,1,2,3,2,1,1,5,control,Leave,Not in paid work,No
55,Male,GCSEorLess,Lab,30-40K,1,1,1,1,0,0,10,control,Leave,Not in paid work,No
47,Female,A-lev,Con,40-50K,1,2,1,2,0,2,3,control,Leave,Part-Time,No
27,Female,PG,None,50-60K,1,4,4,2,0,0,0,control,Leave,Full-Time,No
48,Female,Post2,Con,70-80K,1,2,1,3,0,0,0,control,Leave,Full-Time,No
24,Female,A-lev,Con,40-50K,1,2,2,2,3,2,3,control,No vote,Full-Time,No
35,Male,A-lev,Con,30-40K,1,2,3,3,1,2,6,control,Leave,Full-Time,No
28,Male,BA,Con,20-30K,0,4,3,3,6,6,4,control,No vote,Full-Time,No
32,Male,Post2,Lab,30-40K,0,4,4,4,4,5,5,control,Leave,Full-Time,No
21,Female,BA,Rather_not_say,60-70K,0,4,4,3,3,4,5,control,Leave,Part-Time,No
53,Female,BA,None,20-30K,1,1,1,1,0,0,0,control,Leave,Part-Time,No
47,Female,GCSEorLess,Lab,10-20K,1,3,3,2,4,4,8,control,Leave,Not in paid work,No
32,Female,Post2,Con,30-40K,1,2,1,2,0,1,3,control,Leave,Not in paid work,No
58,Female,BA,None,20-30K,1,4,1,2,1,2,2,control,Leave,Not in paid work,No
35,Male,PG,None,30-40K,1,2,2,4,5,4,6,control,Leave,Full-Time,No
21,Male,BA,Lib,30-40K,0,4,4,4,8,5,9,control,No vote,Full-Time,Yes
38,Female,BA,None,Under10K,1,4,2,3,2,1,5,control,Leave,Full-Time,No
29,Female,Post2,Con,10-20K,1,4,3,4,2,9,2,control,Leave,Full-Time,No
24,Female,GCSEorLess,Rather_not_say,10-20K,0,5,4,3,10,5,5,control,No vote,Other,Yes
20,Male,A-lev,Con,Over100K,0,5,5,5,8,7,7,control,No vote,Not in paid work,Yes
33,Female,BA,Lab,30-40K,1,3,3,3,2,2,5,control,Leave,Full-Time,No
47,Female,GCSEorLess,Lab,10-20K,1,3,4,3,3,3,2,control,Leave,Not in paid work,No
54,Male,A-lev,SNP,Under10K,0,4,5,5,10,8,5,control,Leave,Unemployed,No
30,Female,A-lev,Lab,10-20K,1,3,4,2,2,3,5,control,Leave,Full-Time,No
54,Female,GCSEorLess,Con,10-20K,1,2,2,3,2,2,0,control,Leave,Full-Time,No
20,Male,A-lev,Lab,Over100K,0,4,4,4,7,4,8,control,No vote,Other,Yes
20,Male,A-lev,Con,Over100K,0,5,5,4,7,5,8,control,No vote,Part-Time,No
50,Male,GCSEorLess,None,Under10K,1,2,1,2,1,1,1,control,Leave,Unemployed,No
28,Female,A-lev,Con,40-50K,1,4,3,3,2,2,5,control,Leave,Full-Time,No
26,Female,Post2,Con,10-20K,1,2,2,1,3,1,5,control,No vote,Not in paid work,No
26,Female,A-lev,Lab,20-30K,1,2,2,3,0,0,3,control,Leave,Part-Time,No
39,Female,BA,SNP,30-40K,0,5,4,2,8,5,9,control,Leave,Not in paid work,No
42,Female,BA,Con,40-50K,1,2,2,2,1,9,3,control,Leave,Full-Time,No
31,Male,GCSEorLess,None,10-20K,1,3,3,3,5,8,3,control,No vote,Full-Time,No
26,Male,A-lev,None,20-30K,1,4,4,4,0,8,0,control,No vote,Full-Time,No
29,Female,GCSEorLess,Lab,10-20K,1,5,4,1,1,3,0,control,No vote,Not in paid work,No
22,Male,Post2,None,10-20K,0,4,2,3,10,6,10,control,No vote,Not in paid work,Yes
38,Female,GCSEorLess,Lab,10-20K,0,4,4,4,8,5,5,control,No vote,Not in paid work,No
30,Female,BA,None,30-40K,0,4,4,3,5,5,1,control,No vote,Full-Time,No
54,Male,BA,Con,50-60K,1,2,1,2,0,0,0,control,Leave,Part-Time,No
53,Male,GCSEorLess,UKIP,30-40K,1,1,1,2,0,0,2,control,Leave,Full-Time,No
48,Female,GCSEorLess,None,10-20K,1,2,3,2,1,1,2,control,No vote,Full-Time,No
29,Female,GCSEorLess,None,30-40K,1,4,2,2,4,2,4,control,Leave,Part-Time,No
29,Female,A-lev,Con,40-50K,1,5,5,3,0,2,0,control,Leave,Full-Time,No
37,Female,PG,Con,30-40K,1,3,3,3,3,3,2,control,Leave,Not in paid work,No
26,Female,PG,None,20-30K,0,5,4,3,7,4,9,control,No vote,Full-Time,No
51,Male,GCSEorLess,Lab,20-30K,1,3,4,3,3,3,5,control,Leave,Full-Time,No
40,Female,BA,Con,70-80K,0,4,4,4,6,4,6,control,Leave,Full-Time,No
29,Female,A-lev,None,40-50K,0,5,4,3,2,3,2,control,No vote,Full-Time,No
33,Female,A-lev,Lab,20-30K,1,3,4,3,4,3,5,control,Leave,Full-Time,No
