age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
33,Female,Post-secondary below-degree level qualification,Scottish National Party,"£50,000-59,999",NA,"No, not too many",Disagree,Disagree,Agree,0,6,0,control,Remain,Full-Time,No
41,Female,A-level or equivalent,Green Party,"£10,000-19,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,control,Remain,Part-Time,No
63,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Scottish National Party,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,Agree,2,5,0,control,Remain,Part-Time,No
34,Female,GCSE or equivalent,Would rather not say,"£40,000-49,999",NA,"Yes, too many",Disagree,Disagree,Disagree,7,not applicable,not applicable,control,Remain,Part-Time,No
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,4,1,control,Remain,Due to start work,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£50,000-59,999",NA,"Yes, too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",5,3,1,control,Remain,Part-Time,Yes
44,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£70,000-79,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",2,5,0,control,Remain,Full-Time,Yes
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,1,control,Remain,Part-Time,No
35,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",NA,"No, not too many",Disagree,Disagree,Agree,1,5,1,control,Remain,Part-Time,No
43,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£70,000-79,999",NA,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Agree,0,7,0,control,Remain,Part-Time,No
27,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,1,control,Remain,Full-Time,No
35,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"Yes, too many",Disagree,Agree,Agree,3,3,5,control,Remain,Part-Time,No
29,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"No, not too many","Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",0,5,0,control,Remain,Full-Time,Yes
53,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"Over £100,000",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,control,Remain,Not in paid work,No
37,Male,A-level or equivalent,Liberal Democrats,"£30,000-39,999",NA,Don't know / not sure,Strongly disagree,Disagree,"Neither agree, nor disagree",0,5,0,control,Remain,Full-Time,No
30,Male,A-level or equivalent,Labour,"£40,000-49,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,control,Remain,Full-Time,No
64,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£60,000-69,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,1,control,Remain,Full-Time,No
38,Male,A-level or equivalent,None of the above,"£10,000-19,999",NA,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",4,not applicable,3,control,Remain,Unemployed,No
36,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,2,5,0,control,Remain,Part-Time,No
22,Female,A-level or equivalent,Labour,"Under £10,000",NA,"No, not too many",Disagree,Disagree,Strongly agree,1,5,not applicable,control,Remain,Unemployed,No
24,Female,A-level or equivalent,None of the above,"£40,000-49,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,4,5,control,Remain,Full-Time,No
38,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£40,000-49,999",NA,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Strongly agree,0,6,0,control,Remain,Part-Time,Yes
31,Female,A-level or equivalent,Conservatives,"Over £100,000",NA,Don't know / not sure,Disagree,Disagree,Strongly agree,1,5,2,control,Remain,Full-Time,No
41,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£20,000-29,999",NA,"No, not too many",Disagree,Disagree,Agree,0,7,0,control,Remain,Part-Time,No
31,Female,A-level or equivalent,Labour,"Under £10,000",NA,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,6,1,not applicable,control,Remain,Unemployed,No
33,Female,A-level or equivalent,None of the above,"£20,000-29,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,5,control,Remain,Not in paid work,No
25,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£40,000-49,999",NA,Don't know / not sure,Agree,Disagree,Disagree,6,5,0,control,Remain,Part-Time,No
32,Female,Post-secondary below-degree level qualification,None of the above,"£50,000-59,999",NA,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",9,0,5,control,Remain,Not in paid work,No
30,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£40,000-49,999",NA,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",1,5,0,control,Remain,Full-Time,No
22,Male,A-level or equivalent,Green Party,"£10,000-19,999",NA,"No, not too many",Disagree,"Neither agree, nor disagree",Disagree,1,2,1,control,Remain,Unemployed,Yes
35,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£20,000-29,999",NA,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",7,5,1,control,Remain,Full-Time,No
22,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",2,3,4,control,Remain,Part-Time,Yes
62,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£40,000-49,999",NA,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",0,5,0,control,Remain,Not in paid work,No
20,Female,A-level or equivalent,Green Party,"£20,000-29,999",NA,Don't know / not sure,Disagree,Disagree,Agree,5,4,0,control,Remain,Other,Yes
30,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,Agree,2,5,5,control,Remain,Full-Time,No
26,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Disagree,Agree,2,5,2,control,Remain,Not in paid work,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£60,000-69,999",NA,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",0,5,0,control,Remain,Full-Time,No
34,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,Don't know / not sure,Strongly disagree,Strongly disagree,Strongly agree,5,8,not applicable,control,Remain,Part-Time,No
74,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"Under £10,000",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,6,0,control,Remain,Not in paid work,No
22,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Under £10,000",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,6,2,control,Remain,Other,Yes
36,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"Under £10,000",NA,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,1,4,0,control,Remain,Full-Time,No
31,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£80,000-89,999",NA,"Yes, too many",Disagree,Agree,Disagree,6,4,5,control,Remain,Part-Time,No
62,Male,Post-secondary below-degree level qualification,Labour,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,0,0,control,Remain,Full-Time,No
29,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",NA,"No, not too many",Disagree,Strongly disagree,Agree,1,5,0,control,Remain,Full-Time,No
21,Female,Post-secondary below-degree level qualification,Labour,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,not applicable,5,0,control,Remain,Full-Time,Yes
33,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Scottish National Party,"£40,000-49,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,6,1,control,Remain,Full-Time,No
42,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,control,Remain,Full-Time,No
48,Female,GCSE or equivalent,Labour,"£50,000-59,999",NA,"Yes, too many",Agree,Agree,Strongly disagree,5,0,8,control,Remain,Part-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,2,control,Remain,Not in paid work,No
40,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£60,000-69,999",NA,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,5,5,5,control,Remain,Part-Time,No
29,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£80,000-89,999",NA,"No, not too many",Disagree,Disagree,Agree,1,7,0,control,Remain,Full-Time,No
31,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£10,000-19,999",NA,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",2,5,5,control,Remain,Full-Time,No
48,Female,A-level or equivalent,Green Party,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",0,10,0,control,Remain,Not in paid work,No
28,Female,GCSE or equivalent,Would rather not say,"£10,000-19,999",NA,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,7,2,5,control,Remain,Part-Time,No
35,Male,A-level or equivalent,Labour,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,Agree,2,4,2,control,Remain,Part-Time,No
28,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£60,000-69,999",NA,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",1,5,5,control,Remain,Part-Time,No
49,Female,GCSE or equivalent,Labour,"£10,000-19,999",NA,Don't know / not sure,Strongly disagree,Strongly disagree,Strongly agree,0,10,0,control,Remain,Not in paid work,No
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,0,control,Remain,Full-Time,No
41,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Disagree,Agree,0,5,0,control,Remain,Full-Time,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£70,000-79,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,5,control,Remain,Full-Time,No
39,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£60,000-69,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,3,control,Remain,Part-Time,No
33,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Would rather not say,"£50,000-59,999",NA,Don't know / not sure,Disagree,Disagree,Agree,1,5,5,control,Remain,Full-Time,No
27,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Scottish National Party,"£20,000-29,999",NA,"No, not too many",Disagree,Strongly disagree,"Neither agree, nor disagree",0,5,0,control,Remain,Unemployed,No
29,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£20,000-29,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,6,1,control,Remain,Part-Time,Yes
21,Female,A-level or equivalent,Labour,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,5,control,Remain,Full-Time,No
22,Female,A-level or equivalent,Would rather not say,"£20,000-29,999",NA,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",5,not applicable,not applicable,control,Remain,Other,Yes
27,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",2,5,5,control,Remain,Full-Time,No
39,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£40,000-49,999",NA,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree",Strongly disagree,6,2,0,control,Remain,Part-Time,No
48,Female,GCSE or equivalent,Labour,"£40,000-49,999",NA,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",6,3,5,control,Remain,Not in paid work,No
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,5,0,control,Remain,Full-Time,No
63,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£40,000-49,999",NA,"No, not too many",Disagree,"Neither agree, nor disagree",Disagree,1,5,0,control,Remain,Not in paid work,No
51,Male,Post-secondary below-degree level qualification,Labour,"£60,000-69,999",NA,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",2,5,5,control,Remain,Full-Time,Yes
29,Female,A-level or equivalent,Green Party,"£30,000-39,999",NA,"Yes, too many",Disagree,Disagree,Disagree,8,1,7,control,Remain,Full-Time,No
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,Strongly agree,0,10,0,control,Remain,Full-Time,Yes
28,Male,A-level or equivalent,Liberal Democrats,"£30,000-39,999",NA,Don't know / not sure,Disagree,Disagree,Disagree,3,3,4,control,Remain,Full-Time,Yes
49,Female,GCSE or equivalent,Labour,"Under £10,000",NA,Don't know / not sure,Disagree,Disagree,Agree,3,not applicable,2,control,Remain,Not in paid work,No
38,Male,A-level or equivalent,Conservatives,"£50,000-59,999",NA,"No, not too many",Disagree,Disagree,Agree,1,5,0,control,Remain,Full-Time,No
23,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£40,000-49,999",NA,"No, not too many",Disagree,Disagree,Agree,1,4,2,control,Remain,Part-Time,Yes
44,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£80,000-89,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,control,Remain,Full-Time,No
64,Female,A-level or equivalent,Liberal Democrats,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,Strongly agree,4,4,5,control,Remain,Not in paid work,No
33,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£90,000-99,999",NA,"No, not too many",Disagree,Disagree,Agree,1,5,0,control,Remain,Part-Time,No
26,Female,Post-secondary below-degree level qualification,Labour,"Under £10,000",NA,"Yes, too many","Neither agree, nor disagree",Strongly agree,Agree,7,4,2,control,Remain,Other,Yes
